sample	gene	chrom	start	end	compartment	nearest_te_bp	nearest_te_family
Cx_quinquefasciatus	gene-LOC119767084	NC_051862.1	219079919	219080595	core	1069	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767085	NC_051862.1	219084042	219084679	core	291	Unknown
Cx_quinquefasciatus	gene-LOC6032116	NC_051862.1	219125236	219127313	core	238	Unknown
Cx_quinquefasciatus	gene-LOC119767083	NC_051862.1	219171874	219172507	core	175	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767082	NC_051862.1	219177197	219177870	core	275	Simple_repeat
Cx_quinquefasciatus	gene-LOC6032114	NC_051862.1	219182282	219186225	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6032110	NC_051862.1	219210037	219287557	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6032104	NC_051862.1	219348108	219409873	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767653	NC_051862.1	219356903	219358772	core	504	Unknown
Cx_quinquefasciatus	gene-LOC6032108	NC_051862.1	219359516	219361497	core	51	LTR/Copia
Cx_quinquefasciatus	gene-LOC119767656	NC_051862.1	219390090	219391279	core	1257	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767655	NC_051862.1	219401409	219402386	core	1831	Unknown
Cx_quinquefasciatus	gene-LOC119767654	NC_051862.1	219415426	219416530	core	506	LTR/Unknown
Cx_quinquefasciatus	gene-LOC119766504	NC_051862.1	219426925	219438853	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6032102	NC_051862.1	219457158	219460221	core	140	Unknown
Cx_quinquefasciatus	gene-LOC6032185	NC_051862.1	219478179	219523881	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767071	NC_051862.1	219534891	219540560	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6052717	NC_051862.1	219601085	219602015	core	55	Unknown
Cx_quinquefasciatus	gene-LOC6052718	NC_051862.1	219607121	219612611	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767498	NC_051862.1	219692905	219693570	core	724	LTR/Unknown
Cx_quinquefasciatus	gene-LOC6035790	NC_051862.1	219732085	219734496	shell	32	Unknown
Cx_quinquefasciatus	gene-LOC119767606	NC_051862.1	219737725	219738391	core	138	Simple_repeat
Cx_quinquefasciatus	gene-LOC6035727	NC_051862.1	219748674	219750773	core	380	Unknown
Cx_quinquefasciatus	gene-LOC6035728	NC_051862.1	219750880	219751488	core	298	Unknown
Cx_quinquefasciatus	gene-LOC119766505	NC_051862.1	219751552	219752892	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767499	NC_051862.1	219755340	219756447	core	624	Unknown
Cx_quinquefasciatus	gene-LOC119767500	NC_051862.1	219756539	219756930	core	141	Unknown
Cx_quinquefasciatus	gene-LOC6035735	NC_051862.1	219823733	219838346	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035737	NC_051862.1	219845728	219855478	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035740	NC_051862.1	219860963	219865337	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119766506	NC_051862.1	219870688	219872420	core	98	Unknown
Cx_quinquefasciatus	gene-LOC6035741	NC_051862.1	219876254	219886397	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6035742	NC_051862.1	219877678	219878258	core	292	Unknown
Cx_quinquefasciatus	gene-LOC6035744	NC_051862.1	219890853	219897561	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6035745	NC_051862.1	219897536	219919482	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767518	NC_051862.1	219911649	219917404	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6035746	NC_051862.1	219925026	220071740	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119766508	NC_051862.1	219990992	219996291	core	0	LTR/Pao
Cx_quinquefasciatus	gene-LOC119766509	NC_051862.1	220019987	220032867	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035747	NC_051862.1	220063450	220064190	core	355	Unknown
Cx_quinquefasciatus	gene-LOC6035749	NC_051862.1	220074775	220115849	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6052980	NC_051862.1	220118846	220440666	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC119766510	NC_051862.1	220170893	220171452	core	1281	Unknown
Cx_quinquefasciatus	gene-LOC6035750	NC_051862.1	220171378	220172487	core	246	Unknown
Cx_quinquefasciatus	gene-LOC6035754	NC_051862.1	220199156	220200680	core	333	Unknown
Cx_quinquefasciatus	gene-LOC119766993	NC_051862.1	220240908	220242426	core	680	Unknown
Cx_quinquefasciatus	gene-LOC6035758	NC_051862.1	220241903	220243987	core	211	Unknown
Cx_quinquefasciatus	gene-LOC6035760	NC_051862.1	220248855	220250525	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035762	NC_051862.1	220256382	220257902	core	235	Unknown
Cx_quinquefasciatus	gene-LOC6035766	NC_051862.1	220351144	220352677	core	1152	Low_complexity
Cx_quinquefasciatus	gene-LOC6035770	NC_051862.1	220444937	220475469	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6035771	NC_051862.1	220478519	220491557	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035773	NC_051862.1	220484182	220485577	core	49	Unknown
Cx_quinquefasciatus	gene-LOC6035772	NC_051862.1	220494195	220497278	core	379	Unknown
Cx_quinquefasciatus	gene-LOC6035774	NC_051862.1	220496563	220501169	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035775	NC_051862.1	220501259	220502845	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6035776	NC_051862.1	220502847	220526745	core	0	LTR/Pao
Cx_quinquefasciatus	gene-LOC6035778	NC_051862.1	220538878	220549115	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767208	NC_051862.1	220549106	220550265	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6035779	NC_051862.1	220557150	220569611	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035780	NC_051862.1	220575983	220638800	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035782	NC_051862.1	220654728	220686558	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6035781	NC_051862.1	220663883	220669427	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035783	NC_051862.1	220705196	220720752	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6035784	NC_051862.1	220729488	220776039	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035786	NC_051862.1	220780358	220782233	core	121	Unknown
Cx_quinquefasciatus	gene-LOC6035787	NC_051862.1	220789411	220791311	core	57	Unknown
Cx_quinquefasciatus	gene-LOC6035788	NC_051862.1	220800784	220802974	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6035789	NC_051862.1	220810676	220812115	core	157	Unknown
Cx_quinquefasciatus	gene-LOC6045008	NC_051862.1	220828909	221030002	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6045009	NC_051862.1	221046269	221047954	core	178	Unknown
Cx_quinquefasciatus	gene-LOC6036349	NC_051862.1	221048181	221314349	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036347	NC_051862.1	221328760	221358572	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6054587	NC_051862.1	221436882	221494295	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6036344	NC_051862.1	221503423	221528875	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6036343	NC_051862.1	221533822	221535326	core	61	Unknown
Cx_quinquefasciatus	gene-LOC6045913	NC_051862.1	221535683	221538330	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036339	NC_051862.1	221542464	221578977	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036338	NC_051862.1	221578889	221580091	core	187	Unknown
Cx_quinquefasciatus	gene-LOC6036337	NC_051862.1	221583374	221585136	core	191	Unknown
Cx_quinquefasciatus	gene-LOC119767256	NC_051862.1	221585296	221586303	core	21	Low_complexity
Cx_quinquefasciatus	gene-LOC119767172	NC_051862.1	221588034	221589654	core	0	LINE/L2
Cx_quinquefasciatus	gene-LOC6036336	NC_051862.1	221594620	221610466	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6036325	NC_051862.1	221611532	221799993	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036334	NC_051862.1	221617230	221675666	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036330	NC_051862.1	221693444	221700772	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036328	NC_051862.1	221705553	221738553	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6036327	NC_051862.1	221742772	221757595	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119767843	NC_051862.1	221801909	221804880	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036323	NC_051862.1	221818474	221834602	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6036321	NC_051862.1	221847881	221857298	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6036320	NC_051862.1	221866930	221870718	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6036318	NC_051862.1	221871823	221872754	core	159	Unknown
Cx_quinquefasciatus	gene-LOC119766511	NC_051862.1	221980364	221985727	core	0	LTR/Pao
Cx_quinquefasciatus	gene-LOC6049489	NC_051862.1	222084689	222147317	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6049490	NC_051862.1	222153336	222161827	shell	0	LINE/I-Jockey
Cx_quinquefasciatus	gene-LOC6036352	NC_051862.1	222169731	222197260	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6049487	NC_051862.1	222243893	222279424	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119766512	NC_051862.1	222355673	222361365	core	0	LTR/Pao
Cx_quinquefasciatus	gene-LOC119766513	NC_051862.1	222573871	222628243	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033593	NC_051862.1	222673139	222735109	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033588	NC_051862.1	222791783	222792599	core	136	Unknown
Cx_quinquefasciatus	gene-LOC6033591	NC_051862.1	222953363	222954329	core	355	Unknown
Cx_quinquefasciatus	gene-LOC6033592	NC_051862.1	222955631	223051606	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033594	NC_051862.1	223062938	223063840	core	238	Unknown
Cx_quinquefasciatus	gene-LOC6033595	NC_051862.1	223067497	223070370	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033596	NC_051862.1	223071665	223074668	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033597	NC_051862.1	223076540	223082139	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6033598	NC_051862.1	223083780	223085018	core	87	Unknown
Cx_quinquefasciatus	gene-LOC6033599	NC_051862.1	223084955	223085612	core	99	Unknown
Cx_quinquefasciatus	gene-LOC6033604	NC_051862.1	223094019	223259223	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033606	NC_051862.1	223263092	223278015	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033608	NC_051862.1	223280136	223281113	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033609	NC_051862.1	223281155	223286267	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033610	NC_051862.1	223289674	223292994	core	49	Unknown
Cx_quinquefasciatus	gene-LOC6033612	NC_051862.1	223294218	223295546	core	228	Unknown
Cx_quinquefasciatus	gene-LOC6033613	NC_051862.1	223298525	223299195	core	242	Unknown
Cx_quinquefasciatus	gene-LOC6033614	NC_051862.1	223299180	223300278	core	341	Low_complexity
Cx_quinquefasciatus	gene-LOC119767050	NC_051862.1	223300233	223300515	core	104	Low_complexity
Cx_quinquefasciatus	gene-LOC6033615	NC_051862.1	223300440	223301026	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6033616	NC_051862.1	223302023	223304754	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119766514	NC_051862.1	223305055	223305935	core	182	Unknown
Cx_quinquefasciatus	gene-LOC6033618	NC_051862.1	223306147	223315415	core	0	LTR/Copia
Cx_quinquefasciatus	gene-LOC6033619	NC_051862.1	223322241	223340420	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033621	NC_051862.1	223344675	223347157	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033622	NC_051862.1	223350374	223354510	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6033623	NC_051862.1	223357397	223386120	core	0	LINE/L2
Cx_quinquefasciatus	gene-LOC6033624	NC_051862.1	223387474	223390290	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033625	NC_051862.1	223401998	223415137	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033626	NC_051862.1	223420060	223429449	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033627	NC_051862.1	223437065	223600771	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767795	NC_051862.1	223622072	223626688	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033629	NC_051862.1	223627310	223632000	core	1970	Unknown
Cx_quinquefasciatus	gene-LOC6033630	NC_051862.1	223705242	223712023	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6033631	NC_051862.1	223712079	223712905	core	395	Unknown
Cx_quinquefasciatus	gene-LOC6033632	NC_051862.1	223717067	223719891	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033633	NC_051862.1	223719970	223721668	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033634	NC_051862.1	223721576	223722841	core	129	Unknown
Cx_quinquefasciatus	gene-LOC6033635	NC_051862.1	223727750	223728954	core	85	Unknown
Cx_quinquefasciatus	gene-LOC6033639	NC_051862.1	223731282	223734951	core	26	LTR/Unknown
Cx_quinquefasciatus	gene-LOC6033640	NC_051862.1	223736138	223741466	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033641	NC_051862.1	223744018	223751529	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033642	NC_051862.1	223752328	223755486	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033644	NC_051862.1	223757245	223812479	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033645	NC_051862.1	223816830	223818476	core	77	Unknown
Cx_quinquefasciatus	gene-LOC119766515	NC_051862.1	223819327	223820607	shell	48	Unknown
Cx_quinquefasciatus	gene-LOC6033646	NC_051862.1	223845244	223846128	core	100	Unknown
Cx_quinquefasciatus	gene-LOC6033647	NC_051862.1	223846137	223878429	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119766516	NC_051862.1	223879612	223899807	cloud	0	Unknown
Cx_quinquefasciatus	gene-LOC119766527	NC_051862.1	223900689	223905825	core	0	LINE/RTE-BovB
Cx_quinquefasciatus	gene-LOC6033649	NC_051862.1	223905733	223912014	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033650	NC_051862.1	223912311	223915138	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119766529	NC_051862.1	223918439	223919891	core	317	Unknown
Cx_quinquefasciatus	gene-LOC119766518	NC_051862.1	223921410	223923229	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033652	NC_051862.1	223930858	223965969	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6033653	NC_051862.1	223950097	223951883	core	3745	Unknown
Cx_quinquefasciatus	gene-LOC119767977	NC_051862.1	223951823	223953368	shell	2260	Unknown
Cx_quinquefasciatus	gene-LOC119767978	NC_051862.1	223971918	223983182	core	0	LINE/L2
Cx_quinquefasciatus	gene-LOC6033655	NC_051862.1	223983234	224083063	core	0	LTR/Unknown
Cx_quinquefasciatus	gene-LOC119767976	NC_051862.1	224072818	224078258	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767981	NC_051862.1	224085121	224085631	core	1096	Unknown
Cx_quinquefasciatus	gene-LOC6033660	NC_051862.1	224097858	224127961	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6033662	NC_051862.1	224195991	224197842	core	442	Low_complexity
Cx_quinquefasciatus	gene-LOC6047490	NC_051862.1	224266263	224267784	core	31	LINE/I-Jockey
Cx_quinquefasciatus	gene-LOC6047489	NC_051862.1	224272291	224273942	core	542	Unknown
Cx_quinquefasciatus	gene-LOC6047488	NC_051862.1	224274113	224275799	core	2364	Unknown
Cx_quinquefasciatus	gene-LOC6047484	NC_051862.1	224281263	224375467	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6047483	NC_051862.1	224429276	224431281	core	119	Unknown
Cx_quinquefasciatus	gene-LOC6047482	NC_051862.1	224431328	224432268	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6047481	NC_051862.1	224436486	224441289	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6047486	NC_051862.1	224441273	224441912	core	474	Unknown
Cx_quinquefasciatus	gene-LOC6047491	NC_051862.1	224443443	224518014	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6051857	NC_051862.1	224521824	224522455	core	138	Unknown
Cx_quinquefasciatus	gene-LOC6051856	NC_051862.1	224522741	224523258	core	421	Simple_repeat
Cx_quinquefasciatus	gene-LOC6051855	NC_051862.1	224524720	224549993	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6051854	NC_051862.1	224550531	224553317	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6051853	NC_051862.1	224556961	224559134	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6051858	NC_051862.1	224559122	224717506	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6053051	NC_051862.1	224718091	224720147	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6053052	NC_051862.1	224721353	224722727	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6051686	NC_051862.1	224723520	224734437	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6048337	NC_051862.1	224924427	224936606	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6048336	NC_051862.1	224945411	224947679	core	239	Unknown
Cx_quinquefasciatus	gene-LOC6048333	NC_051862.1	224947666	224949206	core	260	Unknown
Cx_quinquefasciatus	gene-LOC6048338	NC_051862.1	224951253	224953403	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767122	NC_051862.1	224953372	224955235	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6048334	NC_051862.1	224955287	224956934	core	73	Unknown
Cx_quinquefasciatus	gene-LOC6048335	NC_051862.1	224957661	224960241	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6048339	NC_051862.1	224970698	224981310	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119766519	NC_051862.1	224981424	224982793	core	31	Simple_repeat
Cx_quinquefasciatus	gene-LOC119767409	NC_051862.1	224990060	224991832	core	3503	Unknown
Cx_quinquefasciatus	gene-LOC6048340	NC_051862.1	224996102	225000911	core	641	Unknown
Cx_quinquefasciatus	gene-LOC6048341	NC_051862.1	225001460	225066688	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6048345	NC_051862.1	225076890	225078258	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6048346	NC_051862.1	225082505	225084711	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6048348	NC_051862.1	225085364	225090738	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6048344	NC_051862.1	225091263	225093835	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6048349	NC_051862.1	225102435	225111855	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6048351	NC_051862.1	225113777	225120995	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6052552	NC_051863.1	60679	83975	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6052557	NC_051863.1	87340	89740	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6052553	NC_051863.1	91204	93602	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6052554	NC_051863.1	94087	97215	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6052556	NC_051863.1	101007	119524	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6052559	NC_051863.1	127399	127997	shell	215	Unknown
Cx_quinquefasciatus	gene-LOC6052560	NC_051863.1	129183	135608	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6052561	NC_051863.1	140899	143338	shell	120	Unknown
Cx_quinquefasciatus	gene-LOC6046096	NC_051863.1	146559	147622	shell	201	Unknown
Cx_quinquefasciatus	gene-LOC6046095	NC_051863.1	149828	158123	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046094	NC_051863.1	160020	160913	shell	369	Unknown
Cx_quinquefasciatus	gene-LOC119769666	NC_051863.1	171080	178423	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6046093	NC_051863.1	180259	181306	shell	70	Unknown
Cx_quinquefasciatus	gene-LOC6046092	NC_051863.1	181298	183302	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6046091	NC_051863.1	189373	190351	core	43	Unknown
Cx_quinquefasciatus	gene-LOC6046090	NC_051863.1	230691	251445	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6046089	NC_051863.1	288639	305595	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046088	NC_051863.1	313285	314401	core	25	LINE/I-Jockey
Cx_quinquefasciatus	gene-LOC6046087	NC_051863.1	318814	322463	core	140	Unknown
Cx_quinquefasciatus	gene-LOC6046086	NC_051863.1	322437	327198	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6046084	NC_051863.1	327291	328292	core	252	LTR/Unknown
Cx_quinquefasciatus	gene-LOC6046083	NC_051863.1	331107	339426	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6046082	NC_051863.1	339422	340484	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046078	NC_051863.1	347541	397868	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046079	NC_051863.1	391662	394175	core	1561	Unknown
Cx_quinquefasciatus	gene-LOC6046077	NC_051863.1	397934	404747	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119768687	NC_051863.1	402307	402961	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6046076	NC_051863.1	405089	406152	core	560	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046075	NC_051863.1	406157	413972	core	0	Low_complexity
Cx_quinquefasciatus	gene-LOC6046074	NC_051863.1	416257	417809	core	296	Unknown
Cx_quinquefasciatus	gene-LOC6046071	NC_051863.1	419557	425095	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6046070	NC_051863.1	431627	439429	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046073	NC_051863.1	441992	450660	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6046068	NC_051863.1	453864	471189	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046072	NC_051863.1	497894	507194	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6046099	NC_051863.1	521392	538231	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6054098	NC_051863.1	568747	573856	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119768837	NC_051863.1	579528	580195	core	53	Unknown
Cx_quinquefasciatus	gene-LOC6054097	NC_051863.1	580100	586109	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6046368	NC_051863.1	591888	612862	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6046375	NC_051863.1	618562	624913	core	0	LINE/I-Jockey
Cx_quinquefasciatus	gene-LOC6053018	NC_051863.1	648389	680069	core	0	Unknown
Cx_quinquefasciatus	gene-LOC119770711	NC_051863.1	684291	685883	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119770120	NC_051863.1	724936	750443	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042641	NC_051863.1	755410	758289	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042646	NC_051863.1	758286	759082	core	290	Unknown
Cx_quinquefasciatus	gene-LOC6042643	NC_051863.1	779027	819584	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6042645	NC_051863.1	823668	824951	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042647	NC_051863.1	832926	841211	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042651	NC_051863.1	833562	867703	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042650	NC_051863.1	846191	853632	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042652	NC_051863.1	872209	884486	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119770667	NC_051863.1	886563	887285	core	286	Unknown
Cx_quinquefasciatus	gene-LOC6042654	NC_051863.1	890010	893137	core	73	Unknown
Cx_quinquefasciatus	gene-LOC6042655	NC_051863.1	893570	902380	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6042656	NC_051863.1	905965	907217	core	135	Unknown
Cx_quinquefasciatus	gene-LOC6042657	NC_051863.1	907124	911638	core	0	LTR/Copia
Cx_quinquefasciatus	gene-LOC6042659	NC_051863.1	940401	980090	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6042662	NC_051863.1	980129	981196	core	348	Low_complexity
Cx_quinquefasciatus	gene-LOC6042663	NC_051863.1	995114	997169	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042664	NC_051863.1	1002963	1012806	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042665	NC_051863.1	1015214	1040004	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6042666	NC_051863.1	1061291	1078188	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042667	NC_051863.1	1100398	1119912	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042668	NC_051863.1	1122536	1137156	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042669	NC_051863.1	1139681	1141820	shell	103	Unknown
Cx_quinquefasciatus	gene-LOC6042670	NC_051863.1	1146389	1147136	core	218	Unknown
Cx_quinquefasciatus	gene-LOC6042671	NC_051863.1	1147197	1149659	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6042672	NC_051863.1	1165905	1168082	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6042674	NC_051863.1	1169775	1181208	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6042675	NC_051863.1	1186753	1189241	shell	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6040521	NC_051863.1	1198554	1200468	core	62	Unknown
Cx_quinquefasciatus	gene-LOC6040473	NC_051863.1	1200711	1237470	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6040470	NC_051863.1	1228366	1229975	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6040471	NC_051863.1	1241597	1264813	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6040472	NC_051863.1	1267230	1284202	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC119769390	NC_051863.1	1306648	1309964	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6040468	NC_051863.1	1310272	1315043	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6040469	NC_051863.1	1315169	1318182	core	235	Unknown
Cx_quinquefasciatus	gene-LOC6040475	NC_051863.1	1322271	1330439	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6040476	NC_051863.1	1337509	1339388	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6040477	NC_051863.1	1345209	1354064	core	0	Unknown
Cx_quinquefasciatus	gene-LOC6040478	NC_051863.1	1354743	1355945	core	143	Unknown
Cx_quinquefasciatus	gene-LOC6040479	NC_051863.1	1356332	1363309	shell	0	Unknown
Cx_quinquefasciatus	gene-LOC6040480	NC_051863.1	1363733	1365158	core	0	Simple_repeat
Cx_quinquefasciatus	gene-LOC6040481	NC_051863.1	1369367	1380191	core	0	LINE/L2
