Family ID	Desc	Cx_molestus	Cx_pallens	Cx_pipiens	Cx_quinquefasciatus	Cx_tarsalis
OG0003588	OG0003588	1	1	1	1	1
OG0003589	OG0003589	1	1	1	1	1
OG0003590	OG0003590	1	1	1	1	1
OG0003591	OG0003591	1	1	1	1	1
OG0003592	OG0003592	1	1	1	1	1
OG0003593	OG0003593	1	1	1	1	1
OG0003594	OG0003594	1	1	1	1	1
OG0003595	OG0003595	1	1	1	1	1
OG0003596	OG0003596	1	1	1	1	1
OG0003597	OG0003597	1	1	1	1	1
OG0003598	OG0003598	1	1	1	1	1
OG0003599	OG0003599	1	1	1	1	1
OG0003600	OG0003600	1	1	1	1	1
OG0003601	OG0003601	1	1	1	1	1
OG0003602	OG0003602	1	1	1	1	1
OG0003603	OG0003603	1	1	1	1	1
OG0003604	OG0003604	1	1	1	1	1
OG0003605	OG0003605	1	1	1	1	1
OG0003606	OG0003606	1	1	1	1	1
OG0003607	OG0003607	1	1	1	1	1
OG0003608	OG0003608	1	1	1	1	1
OG0003609	OG0003609	1	1	1	1	1
OG0003610	OG0003610	1	1	1	1	1
OG0003611	OG0003611	1	1	1	1	1
OG0003612	OG0003612	1	1	1	1	1
OG0003613	OG0003613	1	1	1	1	1
OG0003614	OG0003614	1	1	1	1	1
OG0003615	OG0003615	1	1	1	1	1
OG0003616	OG0003616	1	1	1	1	1
OG0003617	OG0003617	1	1	1	1	1
OG0003618	OG0003618	1	1	1	1	1
OG0003619	OG0003619	1	1	1	1	1
OG0003620	OG0003620	1	1	1	1	1
OG0003621	OG0003621	1	1	1	1	1
OG0003622	OG0003622	1	1	1	1	1
OG0003623	OG0003623	1	1	1	1	1
OG0003624	OG0003624	1	1	1	1	1
OG0003625	OG0003625	1	1	1	1	1
OG0003626	OG0003626	1	1	1	1	1
OG0003627	OG0003627	1	1	1	1	1
OG0003628	OG0003628	1	1	1	1	1
OG0003629	OG0003629	1	1	1	1	1
OG0003630	OG0003630	1	1	1	1	1
OG0003631	OG0003631	1	1	1	1	1
OG0003632	OG0003632	1	1	1	1	1
OG0003633	OG0003633	1	1	1	1	1
OG0003634	OG0003634	1	1	1	1	1
OG0003635	OG0003635	1	1	1	1	1
OG0003636	OG0003636	1	1	1	1	1
OG0003637	OG0003637	1	1	1	1	1
OG0003638	OG0003638	1	1	1	1	1
OG0003639	OG0003639	1	1	1	1	1
OG0003640	OG0003640	1	1	1	1	1
OG0003641	OG0003641	1	1	1	1	1
OG0003642	OG0003642	1	1	1	1	1
OG0003643	OG0003643	1	1	1	1	1
OG0003644	OG0003644	1	1	1	1	1
OG0003645	OG0003645	1	1	1	1	1
OG0003646	OG0003646	1	1	1	1	1
OG0003647	OG0003647	1	1	1	1	1
OG0003648	OG0003648	1	1	1	1	1
OG0003649	OG0003649	1	1	1	1	1
OG0003650	OG0003650	1	1	1	1	1
OG0003651	OG0003651	1	1	1	1	1
OG0003652	OG0003652	1	1	1	1	1
OG0003653	OG0003653	1	1	1	1	1
OG0003654	OG0003654	1	1	1	1	1
OG0003655	OG0003655	1	1	1	1	1
OG0003656	OG0003656	1	1	1	1	1
OG0003657	OG0003657	1	1	1	1	1
OG0003658	OG0003658	1	1	1	1	1
OG0003659	OG0003659	1	1	1	1	1
OG0003660	OG0003660	1	1	1	1	1
OG0003661	OG0003661	1	1	1	1	1
OG0003662	OG0003662	1	1	1	1	1
OG0003663	OG0003663	1	1	1	1	1
OG0003664	OG0003664	1	1	1	1	1
OG0003665	OG0003665	1	1	1	1	1
OG0003666	OG0003666	1	1	1	1	1
OG0003667	OG0003667	1	1	1	1	1
OG0003668	OG0003668	1	1	1	1	1
OG0003669	OG0003669	1	1	1	1	1
OG0003670	OG0003670	1	1	1	1	1
OG0003671	OG0003671	1	1	1	1	1
OG0003672	OG0003672	1	1	1	1	1
OG0003673	OG0003673	1	1	1	1	1
OG0003674	OG0003674	1	1	1	1	1
OG0003675	OG0003675	1	1	1	1	1
OG0003676	OG0003676	1	1	1	1	1
OG0003677	OG0003677	1	1	1	1	1
OG0003678	OG0003678	1	1	1	1	1
OG0003679	OG0003679	1	1	1	1	1
OG0003680	OG0003680	1	1	1	1	1
OG0003681	OG0003681	1	1	1	1	1
OG0003682	OG0003682	1	1	1	1	1
OG0003683	OG0003683	1	1	1	1	1
OG0003684	OG0003684	1	1	1	1	1
OG0003685	OG0003685	1	1	1	1	1
OG0003686	OG0003686	1	1	1	1	1
OG0003687	OG0003687	1	1	1	1	1
OG0003688	OG0003688	1	1	1	1	1
OG0003689	OG0003689	1	1	1	1	1
OG0003690	OG0003690	1	1	1	1	1
OG0003691	OG0003691	1	1	1	1	1
OG0003692	OG0003692	1	1	1	1	1
OG0003693	OG0003693	1	1	1	1	1
OG0003694	OG0003694	1	1	1	1	1
OG0003695	OG0003695	1	1	1	1	1
OG0003696	OG0003696	1	1	1	1	1
OG0003697	OG0003697	1	1	1	1	1
OG0003698	OG0003698	1	1	1	1	1
OG0003699	OG0003699	1	1	1	1	1
OG0003700	OG0003700	1	1	1	1	1
OG0003701	OG0003701	1	1	1	1	1
OG0003702	OG0003702	1	1	1	1	1
OG0003703	OG0003703	1	1	1	1	1
OG0003704	OG0003704	1	1	1	1	1
OG0003705	OG0003705	1	1	1	1	1
OG0003706	OG0003706	1	1	1	1	1
OG0003707	OG0003707	1	1	1	1	1
OG0003708	OG0003708	1	1	1	1	1
OG0003709	OG0003709	1	1	1	1	1
OG0003710	OG0003710	1	1	1	1	1
OG0003711	OG0003711	1	1	1	1	1
OG0003712	OG0003712	1	1	1	1	1
OG0003713	OG0003713	1	1	1	1	1
OG0003714	OG0003714	1	1	1	1	1
OG0003715	OG0003715	1	1	1	1	1
OG0003716	OG0003716	1	1	1	1	1
OG0003717	OG0003717	1	1	1	1	1
OG0003718	OG0003718	1	1	1	1	1
OG0003719	OG0003719	1	1	1	1	1
OG0003720	OG0003720	1	1	1	1	1
OG0003721	OG0003721	1	1	1	1	1
OG0003722	OG0003722	1	1	1	1	1
OG0003723	OG0003723	1	1	1	1	1
OG0003724	OG0003724	1	1	1	1	1
OG0003725	OG0003725	1	1	1	1	1
OG0003726	OG0003726	1	1	1	1	1
OG0003727	OG0003727	1	1	1	1	1
OG0003728	OG0003728	1	1	1	1	1
OG0003729	OG0003729	1	1	1	1	1
OG0003730	OG0003730	1	1	1	1	1
OG0003731	OG0003731	1	1	1	1	1
OG0003732	OG0003732	1	1	1	1	1
OG0003733	OG0003733	1	1	1	1	1
OG0003734	OG0003734	1	1	1	1	1
OG0003735	OG0003735	1	1	1	1	1
OG0003736	OG0003736	1	1	1	1	1
OG0003737	OG0003737	1	1	1	1	1
OG0003738	OG0003738	1	1	1	1	1
OG0003739	OG0003739	1	1	1	1	1
OG0003740	OG0003740	1	1	1	1	1
OG0003741	OG0003741	1	1	1	1	1
OG0003742	OG0003742	1	1	1	1	1
OG0003743	OG0003743	1	1	1	1	1
OG0003744	OG0003744	1	1	1	1	1
OG0003745	OG0003745	1	1	1	1	1
OG0003746	OG0003746	1	1	1	1	1
OG0003747	OG0003747	1	1	1	1	1
OG0003748	OG0003748	1	1	1	1	1
OG0003749	OG0003749	1	1	1	1	1
OG0003750	OG0003750	1	1	1	1	1
OG0003751	OG0003751	1	1	1	1	1
OG0003752	OG0003752	1	1	1	1	1
OG0003753	OG0003753	1	1	1	1	1
OG0003754	OG0003754	1	1	1	1	1
OG0003755	OG0003755	1	1	1	1	1
OG0003756	OG0003756	1	1	1	1	1
OG0003757	OG0003757	1	1	1	1	1
OG0003758	OG0003758	1	1	1	1	1
OG0003759	OG0003759	1	1	1	1	1
OG0003760	OG0003760	1	1	1	1	1
OG0003761	OG0003761	1	1	1	1	1
OG0003762	OG0003762	1	1	1	1	1
OG0003763	OG0003763	1	1	1	1	1
OG0003764	OG0003764	1	1	1	1	1
OG0003765	OG0003765	1	1	1	1	1
OG0003766	OG0003766	1	1	1	1	1
OG0003767	OG0003767	1	1	1	1	1
OG0003768	OG0003768	1	1	1	1	1
OG0003769	OG0003769	1	1	1	1	1
OG0003770	OG0003770	1	1	1	1	1
OG0003771	OG0003771	1	1	1	1	1
OG0003772	OG0003772	1	1	1	1	1
OG0003773	OG0003773	1	1	1	1	1
OG0003774	OG0003774	1	1	1	1	1
OG0003775	OG0003775	1	1	1	1	1
OG0003776	OG0003776	1	1	1	1	1
OG0003777	OG0003777	1	1	1	1	1
OG0003778	OG0003778	1	1	1	1	1
OG0003779	OG0003779	1	1	1	1	1
OG0003780	OG0003780	1	1	1	1	1
OG0003781	OG0003781	1	1	1	1	1
OG0003782	OG0003782	1	1	1	1	1
OG0003783	OG0003783	1	1	1	1	1
OG0003784	OG0003784	1	1	1	1	1
OG0003785	OG0003785	1	1	1	1	1
OG0003786	OG0003786	1	1	1	1	1
OG0003787	OG0003787	1	1	1	1	1
OG0003788	OG0003788	1	1	1	1	1
OG0003789	OG0003789	1	1	1	1	1
OG0003790	OG0003790	1	1	1	1	1
OG0003791	OG0003791	1	1	1	1	1
OG0003792	OG0003792	1	1	1	1	1
OG0003793	OG0003793	1	1	1	1	1
OG0003794	OG0003794	1	1	1	1	1
OG0003795	OG0003795	1	1	1	1	1
OG0003796	OG0003796	1	1	1	1	1
OG0003797	OG0003797	1	1	1	1	1
OG0003798	OG0003798	1	1	1	1	1
OG0003799	OG0003799	1	1	1	1	1
OG0003800	OG0003800	1	1	1	1	1
OG0003801	OG0003801	1	1	1	1	1
OG0003802	OG0003802	1	1	1	1	1
OG0003803	OG0003803	1	1	1	1	1
OG0003804	OG0003804	1	1	1	1	1
OG0003805	OG0003805	1	1	1	1	1
OG0003806	OG0003806	1	1	1	1	1
OG0003807	OG0003807	1	1	1	1	1
OG0003808	OG0003808	1	1	1	1	1
OG0003809	OG0003809	1	1	1	1	1
OG0003810	OG0003810	1	1	1	1	1
OG0003811	OG0003811	1	1	1	1	1
OG0003812	OG0003812	1	1	1	1	1
OG0003813	OG0003813	1	1	1	1	1
OG0003814	OG0003814	1	1	1	1	1
OG0003815	OG0003815	1	1	1	1	1
OG0003816	OG0003816	1	1	1	1	1
OG0003817	OG0003817	1	1	1	1	1
OG0003818	OG0003818	1	1	1	1	1
OG0003819	OG0003819	1	1	1	1	1
OG0003820	OG0003820	1	1	1	1	1
OG0003821	OG0003821	1	1	1	1	1
OG0003822	OG0003822	1	1	1	1	1
OG0003823	OG0003823	1	1	1	1	1
OG0003824	OG0003824	1	1	1	1	1
OG0003825	OG0003825	1	1	1	1	1
OG0003826	OG0003826	1	1	1	1	1
OG0003827	OG0003827	1	1	1	1	1
OG0003828	OG0003828	1	1	1	1	1
OG0003829	OG0003829	1	1	1	1	1
OG0003830	OG0003830	1	1	1	1	1
OG0003831	OG0003831	1	1	1	1	1
OG0003832	OG0003832	1	1	1	1	1
OG0003833	OG0003833	1	1	1	1	1
OG0003834	OG0003834	1	1	1	1	1
OG0003835	OG0003835	1	1	1	1	1
OG0003836	OG0003836	1	1	1	1	1
OG0003837	OG0003837	1	1	1	1	1
OG0003838	OG0003838	1	1	1	1	1
OG0003839	OG0003839	1	1	1	1	1
OG0003840	OG0003840	1	1	1	1	1
OG0003841	OG0003841	1	1	1	1	1
OG0003842	OG0003842	1	1	1	1	1
OG0003843	OG0003843	1	1	1	1	1
OG0003844	OG0003844	1	1	1	1	1
OG0003845	OG0003845	1	1	1	1	1
OG0003846	OG0003846	1	1	1	1	1
OG0003847	OG0003847	1	1	1	1	1
OG0003848	OG0003848	1	1	1	1	1
OG0003849	OG0003849	1	1	1	1	1
OG0003850	OG0003850	1	1	1	1	1
OG0003851	OG0003851	1	1	1	1	1
OG0003852	OG0003852	1	1	1	1	1
OG0003853	OG0003853	1	1	1	1	1
OG0003854	OG0003854	1	1	1	1	1
OG0003855	OG0003855	1	1	1	1	1
OG0003856	OG0003856	1	1	1	1	1
OG0003857	OG0003857	1	1	1	1	1
OG0003858	OG0003858	1	1	1	1	1
OG0003859	OG0003859	1	1	1	1	1
OG0003860	OG0003860	1	1	1	1	1
OG0003861	OG0003861	1	1	1	1	1
OG0003862	OG0003862	1	1	1	1	1
OG0003863	OG0003863	1	1	1	1	1
OG0003864	OG0003864	1	1	1	1	1
OG0003865	OG0003865	1	1	1	1	1
OG0003866	OG0003866	1	1	1	1	1
OG0003867	OG0003867	1	1	1	1	1
OG0003868	OG0003868	1	1	1	1	1
OG0003869	OG0003869	1	1	1	1	1
OG0003870	OG0003870	1	1	1	1	1
OG0003871	OG0003871	1	1	1	1	1
OG0003872	OG0003872	1	1	1	1	1
OG0003873	OG0003873	1	1	1	1	1
OG0003874	OG0003874	1	1	1	1	1
OG0003875	OG0003875	1	1	1	1	1
OG0003876	OG0003876	1	1	1	1	1
OG0003877	OG0003877	1	1	1	1	1
OG0003878	OG0003878	1	1	1	1	1
OG0003879	OG0003879	1	1	1	1	1
OG0003880	OG0003880	1	1	1	1	1
OG0003881	OG0003881	1	1	1	1	1
OG0003882	OG0003882	1	1	1	1	1
OG0003883	OG0003883	1	1	1	1	1
OG0003884	OG0003884	1	1	1	1	1
OG0003885	OG0003885	1	1	1	1	1
OG0003886	OG0003886	1	1	1	1	1
OG0003887	OG0003887	1	1	1	1	1
OG0003888	OG0003888	1	1	1	1	1
OG0003889	OG0003889	1	1	1	1	1
OG0003890	OG0003890	1	1	1	1	1
OG0003891	OG0003891	1	1	1	1	1
OG0003892	OG0003892	1	1	1	1	1
OG0003893	OG0003893	1	1	1	1	1
OG0003894	OG0003894	1	1	1	1	1
OG0003895	OG0003895	1	1	1	1	1
OG0003896	OG0003896	1	1	1	1	1
OG0003897	OG0003897	1	1	1	1	1
OG0003898	OG0003898	1	1	1	1	1
OG0003899	OG0003899	1	1	1	1	1
OG0003900	OG0003900	1	1	1	1	1
OG0003901	OG0003901	1	1	1	1	1
OG0003902	OG0003902	1	1	1	1	1
OG0003903	OG0003903	1	1	1	1	1
OG0003904	OG0003904	1	1	1	1	1
OG0003905	OG0003905	1	1	1	1	1
OG0003906	OG0003906	1	1	1	1	1
OG0003907	OG0003907	1	1	1	1	1
OG0003908	OG0003908	1	1	1	1	1
OG0003909	OG0003909	1	1	1	1	1
OG0003910	OG0003910	1	1	1	1	1
OG0003911	OG0003911	1	1	1	1	1
OG0003912	OG0003912	1	1	1	1	1
OG0003913	OG0003913	1	1	1	1	1
OG0003914	OG0003914	1	1	1	1	1
OG0003915	OG0003915	1	1	1	1	1
OG0003916	OG0003916	1	1	1	1	1
OG0003917	OG0003917	1	1	1	1	1
OG0003918	OG0003918	1	1	1	1	1
OG0003919	OG0003919	1	1	1	1	1
OG0003920	OG0003920	1	1	1	1	1
OG0003921	OG0003921	1	1	1	1	1
OG0003922	OG0003922	1	1	1	1	1
OG0003923	OG0003923	1	1	1	1	1
OG0003924	OG0003924	1	1	1	1	1
OG0003925	OG0003925	1	1	1	1	1
OG0003926	OG0003926	1	1	1	1	1
OG0003927	OG0003927	1	1	1	1	1
OG0003928	OG0003928	1	1	1	1	1
OG0003929	OG0003929	1	1	1	1	1
OG0003930	OG0003930	1	1	1	1	1
OG0003931	OG0003931	1	1	1	1	1
OG0003932	OG0003932	1	1	1	1	1
OG0003933	OG0003933	1	1	1	1	1
OG0003934	OG0003934	1	1	1	1	1
OG0003935	OG0003935	1	1	1	1	1
OG0003936	OG0003936	1	1	1	1	1
OG0003937	OG0003937	1	1	1	1	1
OG0003938	OG0003938	1	1	1	1	1
OG0003939	OG0003939	1	1	1	1	1
OG0003940	OG0003940	1	1	1	1	1
OG0003941	OG0003941	1	1	1	1	1
OG0003942	OG0003942	1	1	1	1	1
OG0003943	OG0003943	1	1	1	1	1
OG0003944	OG0003944	1	1	1	1	1
OG0003945	OG0003945	1	1	1	1	1
OG0003946	OG0003946	1	1	1	1	1
OG0003947	OG0003947	1	1	1	1	1
OG0003948	OG0003948	1	1	1	1	1
OG0003949	OG0003949	1	1	1	1	1
OG0003950	OG0003950	1	1	1	1	1
OG0003951	OG0003951	1	1	1	1	1
OG0003952	OG0003952	1	1	1	1	1
OG0003953	OG0003953	1	1	1	1	1
OG0003954	OG0003954	1	1	1	1	1
OG0003955	OG0003955	1	1	1	1	1
OG0003956	OG0003956	1	1	1	1	1
OG0003957	OG0003957	1	1	1	1	1
OG0003958	OG0003958	1	1	1	1	1
OG0003959	OG0003959	1	1	1	1	1
OG0003960	OG0003960	1	1	1	1	1
OG0003961	OG0003961	1	1	1	1	1
OG0003962	OG0003962	1	1	1	1	1
OG0003963	OG0003963	1	1	1	1	1
OG0003964	OG0003964	1	1	1	1	1
OG0003965	OG0003965	1	1	1	1	1
OG0003966	OG0003966	1	1	1	1	1
OG0003967	OG0003967	1	1	1	1	1
OG0003968	OG0003968	1	1	1	1	1
OG0003969	OG0003969	1	1	1	1	1
OG0003970	OG0003970	1	1	1	1	1
OG0003971	OG0003971	1	1	1	1	1
OG0003972	OG0003972	1	1	1	1	1
OG0003973	OG0003973	1	1	1	1	1
OG0003974	OG0003974	1	1	1	1	1
OG0003975	OG0003975	1	1	1	1	1
OG0003976	OG0003976	1	1	1	1	1
OG0003977	OG0003977	1	1	1	1	1
OG0003978	OG0003978	1	1	1	1	1
OG0003979	OG0003979	1	1	1	1	1
OG0003980	OG0003980	1	1	1	1	1
OG0003981	OG0003981	1	1	1	1	1
OG0003982	OG0003982	1	1	1	1	1
OG0003983	OG0003983	1	1	1	1	1
OG0003984	OG0003984	1	1	1	1	1
OG0003985	OG0003985	1	1	1	1	1
OG0003986	OG0003986	1	1	1	1	1
OG0003987	OG0003987	1	1	1	1	1
OG0003988	OG0003988	1	1	1	1	1
OG0003989	OG0003989	1	1	1	1	1
OG0003990	OG0003990	1	1	1	1	1
OG0003991	OG0003991	1	1	1	1	1
OG0003992	OG0003992	1	1	1	1	1
OG0003993	OG0003993	1	1	1	1	1
OG0003994	OG0003994	1	1	1	1	1
OG0003995	OG0003995	1	1	1	1	1
OG0003996	OG0003996	1	1	1	1	1
OG0003997	OG0003997	1	1	1	1	1
OG0003998	OG0003998	1	1	1	1	1
OG0003999	OG0003999	1	1	1	1	1
OG0004000	OG0004000	1	1	1	1	1
OG0004001	OG0004001	1	1	1	1	1
OG0004002	OG0004002	1	1	1	1	1
OG0004003	OG0004003	1	1	1	1	1
OG0004004	OG0004004	1	1	1	1	1
OG0004005	OG0004005	1	1	1	1	1
OG0004006	OG0004006	1	1	1	1	1
OG0004007	OG0004007	1	1	1	1	1
OG0004008	OG0004008	1	1	1	1	1
OG0004009	OG0004009	1	1	1	1	1
OG0004010	OG0004010	1	1	1	1	1
OG0004011	OG0004011	1	1	1	1	1
OG0004012	OG0004012	1	1	1	1	1
OG0004013	OG0004013	1	1	1	1	1
OG0004014	OG0004014	1	1	1	1	1
OG0004015	OG0004015	1	1	1	1	1
OG0004016	OG0004016	1	1	1	1	1
OG0004017	OG0004017	1	1	1	1	1
OG0004018	OG0004018	1	1	1	1	1
OG0004019	OG0004019	1	1	1	1	1
OG0004020	OG0004020	1	1	1	1	1
OG0004021	OG0004021	1	1	1	1	1
OG0004022	OG0004022	1	1	1	1	1
OG0004023	OG0004023	1	1	1	1	1
OG0004024	OG0004024	1	1	1	1	1
OG0004025	OG0004025	1	1	1	1	1
OG0004026	OG0004026	1	1	1	1	1
OG0004027	OG0004027	1	1	1	1	1
OG0004028	OG0004028	1	1	1	1	1
OG0004029	OG0004029	1	1	1	1	1
OG0004030	OG0004030	1	1	1	1	1
OG0004031	OG0004031	1	1	1	1	1
OG0004032	OG0004032	1	1	1	1	1
OG0004033	OG0004033	1	1	1	1	1
OG0004034	OG0004034	1	1	1	1	1
OG0004035	OG0004035	1	1	1	1	1
OG0004036	OG0004036	1	1	2	0	1
OG0004037	OG0004037	1	1	1	1	1
OG0004038	OG0004038	1	1	1	1	1
OG0004039	OG0004039	1	1	1	1	1
OG0004040	OG0004040	1	1	1	1	1
OG0004041	OG0004041	1	1	1	1	1
OG0004042	OG0004042	1	1	1	1	1
OG0004043	OG0004043	1	1	1	1	1
OG0004044	OG0004044	1	1	1	1	1
OG0004045	OG0004045	1	1	1	1	1
OG0004046	OG0004046	1	1	1	1	1
OG0004047	OG0004047	1	1	1	1	1
OG0004048	OG0004048	1	1	1	1	1
OG0004049	OG0004049	1	1	1	1	1
OG0004050	OG0004050	1	1	1	1	1
OG0004051	OG0004051	1	1	1	1	1
OG0004052	OG0004052	1	1	1	1	1
OG0004053	OG0004053	1	1	1	1	1
OG0004054	OG0004054	1	1	1	1	1
OG0004055	OG0004055	1	1	1	1	1
OG0004056	OG0004056	1	1	1	1	1
OG0004057	OG0004057	1	1	1	1	1
OG0004058	OG0004058	1	1	1	2	0
OG0004059	OG0004059	1	1	1	1	1
OG0004060	OG0004060	1	1	1	1	1
OG0004061	OG0004061	1	1	1	1	1
OG0004062	OG0004062	1	1	1	1	1
OG0004063	OG0004063	1	1	1	1	1
OG0004064	OG0004064	1	1	1	1	1
OG0004065	OG0004065	1	1	1	1	1
OG0004066	OG0004066	1	1	1	1	1
OG0004067	OG0004067	1	1	1	1	1
OG0004068	OG0004068	1	1	1	1	1
OG0004069	OG0004069	1	1	1	1	1
OG0004070	OG0004070	1	1	1	1	1
OG0004071	OG0004071	1	1	1	1	1
OG0004072	OG0004072	1	1	1	1	1
OG0004073	OG0004073	1	1	1	1	1
OG0004074	OG0004074	1	1	1	1	1
OG0004075	OG0004075	1	1	1	1	1
OG0004076	OG0004076	1	1	1	1	1
OG0004077	OG0004077	1	1	1	1	1
OG0004078	OG0004078	1	1	1	1	1
OG0004079	OG0004079	1	1	1	1	1
OG0004080	OG0004080	1	1	1	1	1
OG0004081	OG0004081	1	1	1	1	1
OG0004082	OG0004082	1	1	1	1	1
OG0004083	OG0004083	1	1	1	1	1
OG0004084	OG0004084	1	1	1	1	1
OG0004085	OG0004085	1	1	1	1	1
OG0004086	OG0004086	1	1	1	1	1
OG0004087	OG0004087	1	1	1	1	1
OG0004088	OG0004088	1	1	1	1	1
OG0004089	OG0004089	1	1	1	1	1
OG0004090	OG0004090	1	1	1	1	1
OG0004091	OG0004091	1	1	1	1	1
OG0004092	OG0004092	1	1	1	1	1
OG0004093	OG0004093	1	1	1	1	1
OG0004094	OG0004094	1	1	1	1	1
OG0004095	OG0004095	1	1	1	1	1
OG0004096	OG0004096	1	1	1	1	1
OG0004097	OG0004097	1	1	1	1	1
OG0004098	OG0004098	1	1	1	1	1
OG0004099	OG0004099	1	1	1	1	1
OG0004100	OG0004100	1	1	1	1	1
OG0004101	OG0004101	1	1	1	1	1
OG0004102	OG0004102	1	1	1	1	1
OG0004103	OG0004103	1	1	1	1	1
OG0004104	OG0004104	1	1	1	1	1
OG0004105	OG0004105	1	1	1	1	1
OG0004106	OG0004106	1	1	1	1	1
OG0004107	OG0004107	1	1	1	1	1
OG0004108	OG0004108	1	1	1	1	1
OG0004109	OG0004109	1	1	1	1	1
OG0004110	OG0004110	1	1	1	1	1
OG0004111	OG0004111	1	1	1	1	1
OG0004112	OG0004112	1	1	1	1	1
OG0004113	OG0004113	1	1	1	1	1
OG0004114	OG0004114	1	1	1	1	1
OG0004115	OG0004115	1	1	1	1	1
OG0004116	OG0004116	1	1	1	1	1
OG0004117	OG0004117	1	1	1	1	1
OG0004118	OG0004118	1	1	1	1	1
OG0004119	OG0004119	1	1	1	1	1
OG0004120	OG0004120	1	1	1	1	1
OG0004121	OG0004121	1	1	1	1	1
OG0004122	OG0004122	1	1	1	1	1
OG0004123	OG0004123	1	1	1	1	1
OG0004124	OG0004124	1	1	1	1	1
OG0004125	OG0004125	1	1	1	1	1
OG0004126	OG0004126	1	1	1	1	1
OG0004127	OG0004127	1	1	1	1	1
OG0004128	OG0004128	1	1	1	1	1
OG0004129	OG0004129	1	1	1	1	1
OG0004130	OG0004130	1	1	1	1	1
OG0004131	OG0004131	1	1	1	1	1
OG0004132	OG0004132	1	1	1	1	1
OG0004133	OG0004133	1	1	1	1	1
OG0004134	OG0004134	1	1	1	1	1
OG0004135	OG0004135	1	1	1	1	1
OG0004136	OG0004136	1	1	1	1	1
OG0004137	OG0004137	1	1	1	1	1
OG0004138	OG0004138	1	1	1	1	1
OG0004139	OG0004139	1	1	1	1	1
OG0004140	OG0004140	1	1	1	1	1
OG0004141	OG0004141	1	1	1	1	1
OG0004142	OG0004142	1	1	1	1	1
OG0004143	OG0004143	1	1	1	1	1
OG0004144	OG0004144	1	1	1	1	1
OG0004145	OG0004145	1	1	1	1	1
OG0004146	OG0004146	1	1	1	1	1
OG0004147	OG0004147	1	1	1	1	1
OG0004148	OG0004148	1	1	1	1	1
OG0004149	OG0004149	1	1	1	1	1
OG0004150	OG0004150	1	1	1	1	1
OG0004151	OG0004151	1	1	1	1	1
OG0004152	OG0004152	1	1	1	1	1
OG0004153	OG0004153	1	1	1	1	1
OG0004154	OG0004154	1	1	1	1	1
OG0004155	OG0004155	1	1	1	1	1
OG0004156	OG0004156	1	1	1	1	1
OG0004157	OG0004157	1	1	1	1	1
OG0004158	OG0004158	1	1	1	1	1
OG0004159	OG0004159	1	1	1	1	1
OG0004160	OG0004160	1	1	1	1	1
OG0004161	OG0004161	1	1	1	1	1
OG0004162	OG0004162	1	1	1	1	1
OG0004163	OG0004163	1	1	1	1	1
OG0004164	OG0004164	1	1	1	1	1
OG0004165	OG0004165	1	1	1	1	1
OG0004166	OG0004166	1	1	1	1	1
OG0004167	OG0004167	1	1	1	1	1
OG0004168	OG0004168	1	1	1	1	1
OG0004169	OG0004169	1	1	1	1	1
OG0004170	OG0004170	1	1	1	1	1
OG0004171	OG0004171	1	1	1	1	1
OG0004172	OG0004172	1	1	1	1	1
OG0004173	OG0004173	1	1	1	1	1
OG0004174	OG0004174	1	1	1	1	1
OG0004175	OG0004175	1	1	1	1	1
OG0004176	OG0004176	1	1	1	1	1
OG0004177	OG0004177	1	1	1	1	1
OG0004178	OG0004178	1	1	1	1	1
OG0004179	OG0004179	1	1	1	1	1
OG0004180	OG0004180	1	1	1	1	1
OG0004181	OG0004181	1	1	1	1	1
OG0004182	OG0004182	1	1	1	1	1
OG0004183	OG0004183	1	1	1	1	1
OG0004184	OG0004184	1	1	1	1	1
OG0004185	OG0004185	1	1	1	1	1
OG0004186	OG0004186	1	1	1	1	1
OG0004187	OG0004187	1	1	1	1	1
OG0004188	OG0004188	1	1	1	1	1
OG0004189	OG0004189	1	1	1	1	1
OG0004190	OG0004190	1	1	1	1	1
OG0004191	OG0004191	1	1	1	1	1
OG0004192	OG0004192	1	1	1	1	1
OG0004193	OG0004193	1	1	1	1	1
OG0004194	OG0004194	1	1	1	1	1
OG0004195	OG0004195	1	1	1	1	1
OG0004196	OG0004196	1	1	1	1	1
OG0004197	OG0004197	1	1	1	1	1
OG0004198	OG0004198	1	1	1	1	1
OG0004199	OG0004199	1	1	1	1	1
OG0004200	OG0004200	1	1	1	1	1
OG0004201	OG0004201	1	1	1	1	1
OG0004202	OG0004202	1	1	1	1	1
OG0004203	OG0004203	1	1	1	1	1
OG0004204	OG0004204	1	1	1	1	1
OG0004205	OG0004205	1	1	1	1	1
OG0004206	OG0004206	1	1	1	1	1
OG0004207	OG0004207	1	1	1	1	1
OG0004208	OG0004208	1	1	1	1	1
OG0004209	OG0004209	1	1	1	1	1
OG0004210	OG0004210	1	1	1	1	1
OG0004211	OG0004211	1	1	1	1	1
OG0004212	OG0004212	1	1	1	1	1
OG0004213	OG0004213	1	1	1	1	1
OG0004214	OG0004214	1	1	1	1	1
OG0004215	OG0004215	1	1	1	1	1
OG0004216	OG0004216	1	1	1	1	1
OG0004217	OG0004217	1	1	1	1	1
OG0004218	OG0004218	1	1	1	1	1
OG0004219	OG0004219	1	1	1	1	1
OG0004220	OG0004220	1	1	1	1	1
