sample1	sample2	seqid	start_bp	end_bp	span_bp	n_genes
Cx_pallens	Cx_molestus	NC_068937.1	82659365	83226467	567101	3
Cx_pallens	Cx_molestus	NC_068937.1	85283918	85603746	319828	19
Cx_pallens	Cx_molestus	NC_068937.1	87132035	88372312	1240277	4
Cx_pallens	Cx_molestus	NC_068937.1	89672619	90263687	591068	4
Cx_pallens	Cx_molestus	NC_068937.1	90635264	90776003	140739	8
Cx_pallens	Cx_molestus	NC_068937.1	91091262	91522575	431313	3
Cx_pallens	Cx_molestus	NC_068937.1	101586689	101817736	231047	10
Cx_pallens	Cx_molestus	NC_068937.1	101958397	102322770	364373	10
Cx_pallens	Cx_molestus	NC_068937.1	102462119	103197536	735416	11
Cx_pallens	Cx_molestus	NC_068937.1	103347764	103598856	251092	4
Cx_pallens	Cx_molestus	NC_068937.1	103631488	104031452	399964	8
Cx_pallens	Cx_molestus	NC_068937.1	104324955	104732019	407064	4
Cx_pallens	Cx_molestus	NC_068937.1	104870963	105562082	691119	10
Cx_pallens	Cx_molestus	NC_068937.1	105573157	106041625	468467	26
Cx_pallens	Cx_molestus	NC_068937.1	106181270	107445133	1263862	21
Cx_pallens	Cx_molestus	NC_068937.1	107464996	107767962	302966	6
Cx_pallens	Cx_molestus	NC_068937.1	108141570	108669158	527588	8
Cx_pallens	Cx_molestus	NC_068937.1	108935642	109308084	372442	5
Cx_pallens	Cx_molestus	NC_068937.1	109384768	109548463	163695	5
Cx_pallens	Cx_molestus	NC_068937.1	109597941	109756622	158680	3
Cx_pallens	Cx_molestus	NC_068937.1	109859790	110581566	721776	11
Cx_pallens	Cx_molestus	NC_068937.1	111596942	112003450	406508	4
Cx_pallens	Cx_molestus	NC_068937.1	113435642	114252132	816490	3
Cx_pallens	Cx_molestus	NC_068937.1	121788914	122032218	243304	8
Cx_pallens	Cx_molestus	NC_068937.1	136803376	137158711	355334	6
Cx_pallens	Cx_pipiens	NC_068938.1	13671326	13938893	267566	3
Cx_pallens	Cx_pipiens	NC_068938.1	26574305	26715395	141090	3
Cx_pallens	Cx_pipiens	NC_068938.1	35623162	35734589	111427	3
Cx_pallens	Cx_pipiens	NC_068938.1	48153985	48298890	144904	3
Cx_pallens	Cx_pipiens	NC_068938.1	57611359	57922577	311218	3
Cx_pallens	Cx_pipiens	NC_068938.1	78261661	78418891	157230	3
Cx_pallens	Cx_pipiens	NC_068938.1	115245985	115727534	481549	4
Cx_pallens	Cx_pipiens	NC_068938.1	116622573	116900437	277863	3
Cx_pallens	Cx_pipiens	NC_068938.1	121717033	121921298	204264	3
Cx_pallens	Cx_pipiens	NC_068938.1	124951298	125181409	230110	3
Cx_pallens	Cx_pipiens	NC_068938.1	145081008	145501387	420379	3
Cx_pallens	Cx_pipiens	NC_068938.1	153616750	153825608	208858	4
Cx_pallens	Cx_pipiens	NC_068938.1	157063944	157308871	244927	5
Cx_pallens	Cx_pipiens	NC_068938.1	158005250	158371818	366568	4
Cx_pallens	Cx_pipiens	NC_068938.1	162458703	162854292	395589	8
Cx_pallens	Cx_pipiens	NC_068938.1	162937674	163625929	688254	9
Cx_pallens	Cx_pipiens	NC_068938.1	192275597	192393700	118103	6
Cx_pallens	Cx_pipiens	NC_068938.1	206780897	206985305	204407	3
Cx_pallens	Cx_pipiens	NC_068938.1	214417624	214605264	187640	11
Cx_pallens	Cx_pipiens	NC_068939.1	25465033	25999708	534675	3
Cx_pallens	Cx_pipiens	NC_068939.1	91041023	91232071	191048	3
Cx_pallens	Cx_pipiens	NC_068939.1	95725954	96271586	545632	3
Cx_pallens	Cx_pipiens	NC_068939.1	116323109	116746335	423225	3
Cx_pallens	Cx_pipiens	NC_068939.1	130252702	130356791	104088	3
Cx_pallens	Cx_pipiens	NC_068937.1	25793949	26015664	221715	4
Cx_pallens	Cx_pipiens	NC_068937.1	62247227	63417956	1170728	4
Cx_pallens	Cx_pipiens	NC_068937.1	63909989	64123329	213340	3
Cx_pallens	Cx_pipiens	NC_068937.1	64146056	64499442	353385	3
Cx_pallens	Cx_pipiens	NC_068937.1	65331460	65506190	174730	3
Cx_pallens	Cx_pipiens	NC_068937.1	66399290	66791381	392091	3
Cx_pallens	Cx_pipiens	NC_068937.1	66816818	67004374	187556	3
Cx_pallens	Cx_pipiens	NC_068937.1	67093819	68199155	1105336	3
Cx_pallens	Cx_pipiens	NC_068937.1	69154393	69341019	186626	3
Cx_pallens	Cx_pipiens	NC_068937.1	71309989	72085990	776001	4
Cx_pallens	Cx_pipiens	NC_068937.1	76929016	77196710	267694	3
Cx_pallens	Cx_pipiens	NC_068937.1	78256678	78441389	184711	3
Cx_pallens	Cx_pipiens	NC_068937.1	80687568	80798139	110571	4
Cx_pallens	Cx_pipiens	NC_068937.1	81266963	81423474	156511	3
Cx_pallens	Cx_pipiens	NC_068937.1	81643477	81865383	221906	4
Cx_pallens	Cx_pipiens	NC_068937.1	81876319	82020798	144479	3
Cx_pallens	Cx_pipiens	NC_068937.1	82116028	82281519	165490	3
Cx_pallens	Cx_pipiens	NC_068937.1	89482717	89727675	244958	3
Cx_pallens	Cx_pipiens	NC_068937.1	90635264	90771677	136413	7
Cx_pallens	Cx_pipiens	NC_068937.1	90825712	91758152	932440	12
Cx_pallens	Cx_pipiens	NC_068937.1	101958397	102445542	487145	12
Cx_pallens	Cx_pipiens	NC_068937.1	102462119	102584570	122450	4
Cx_pallens	Cx_pipiens	NC_068937.1	102614825	103132225	517400	8
Cx_pallens	Cx_pipiens	NC_068937.1	103347764	103598856	251092	5
Cx_pallens	Cx_pipiens	NC_068937.1	103631488	104031452	399964	9
Cx_pallens	Cx_pipiens	NC_068937.1	104271592	105573157	1301565	16
Cx_pallens	Cx_pipiens	NC_068937.1	105598183	105819784	221600	18
Cx_pallens	Cx_pipiens	NC_068937.1	105826087	106075043	248956	12
Cx_pallens	Cx_pipiens	NC_068937.1	106107520	107767962	1660442	28
Cx_pallens	Cx_pipiens	NC_068937.1	108141570	108669158	527588	8
Cx_pallens	Cx_pipiens	NC_068937.1	108967487	109285766	318279	3
Cx_pallens	Cx_pipiens	NC_068937.1	109301174	109536482	235308	5
Cx_pallens	Cx_pipiens	NC_068937.1	109597941	110037275	439334	11
Cx_pallens	Cx_pipiens	NC_068937.1	110323423	110617502	294079	6
Cx_pallens	Cx_pipiens	NC_068937.1	121788914	122032218	243304	11
Cx_pallens	Cx_pipiens	NC_068937.1	127216479	127436157	219678	4
Cx_molestus	Cx_pipiens	CM044969.1	15625912	15878654	252742	9
Cx_molestus	Cx_pipiens	CM044969.1	18241197	18480241	239043	6
Cx_molestus	Cx_pipiens	CM044969.1	23710733	24184362	473629	3
Cx_molestus	Cx_pipiens	CM044969.1	36635527	37250228	614700	3
Cx_molestus	Cx_pipiens	CM044969.1	45238957	45431364	192407	3
Cx_molestus	Cx_pipiens	CM044969.1	45470063	45666163	196100	4
Cx_molestus	Cx_pipiens	CM044969.1	45755168	45885136	129968	6
Cx_molestus	Cx_pipiens	CM044969.1	46732158	46928465	196307	4
Cx_molestus	Cx_pipiens	CM044969.1	48611584	48772443	160859	8
Cx_molestus	Cx_pipiens	CM044969.1	48777027	48935801	158774	3
Cx_molestus	Cx_pipiens	CM044969.1	53910240	54308284	398044	6
Cx_molestus	Cx_pipiens	CM044969.1	69825713	70083357	257644	4
Cx_molestus	Cx_pipiens	CM044969.1	73301110	73523083	221973	3
Cx_molestus	Cx_pipiens	CM044969.1	79336566	79490326	153760	3
Cx_molestus	Cx_pipiens	CM044969.1	95757507	96288837	531330	3
Cx_molestus	Cx_pipiens	CM044969.1	98687949	98847145	159195	3
Cx_molestus	Cx_pipiens	CM044969.1	101706722	101818323	111600	3
Cx_molestus	Cx_pipiens	CM044969.1	102387473	102489349	101875	3
Cx_molestus	Cx_pipiens	CM044969.1	108852461	109480934	628472	11
Cx_molestus	Cx_pipiens	CM044969.1	120954483	121214752	260269	7
Cx_molestus	Cx_pipiens	CM044969.1	123430706	123568329	137622	5
Cx_molestus	Cx_pipiens	CM044969.1	127288859	127802654	513794	3
Cx_molestus	Cx_pipiens	CM044969.1	138384141	138497185	113044	6
Cx_molestus	Cx_pipiens	CM044969.1	145497091	145903519	406428	15
Cx_molestus	Cx_pipiens	CM044969.1	145927530	146053864	126333	13
Cx_molestus	Cx_pipiens	CM044969.1	152769571	153153700	384129	3
Cx_molestus	Cx_pipiens	CM044969.1	156538107	156871903	333796	4
Cx_molestus	Cx_pipiens	CM044969.1	178035190	178686228	651038	11
Cx_molestus	Cx_pipiens	CM044969.1	184303475	184446373	142898	3
Cx_molestus	Cx_pipiens	CM044969.1	184932995	185167772	234776	3
Cx_molestus	Cx_pipiens	CM044969.1	185514942	185863429	348487	10
Cx_molestus	Cx_pipiens	CM044969.1	186462960	186683303	220343	3
Cx_molestus	Cx_pipiens	CM044969.1	194301618	194442581	140962	3
Cx_molestus	Cx_pipiens	CM044969.1	202877548	203083219	205671	12
Cx_molestus	Cx_pipiens	CM044969.1	206872080	207024311	152231	4
Cx_molestus	Cx_pipiens	CM044969.1	207773632	207991148	217516	3
Cx_molestus	Cx_pipiens	CM044970.1	7949122	8156254	207132	13
Cx_molestus	Cx_pipiens	CM044970.1	10963565	11136251	172686	7
Cx_molestus	Cx_pipiens	CM044970.1	29917916	30019942	102026	6
Cx_molestus	Cx_pipiens	CM044970.1	31946078	32203611	257533	3
Cx_molestus	Cx_pipiens	CM044970.1	38374819	38683511	308691	3
Cx_molestus	Cx_pipiens	CM044970.1	41048048	41600501	552452	17
Cx_molestus	Cx_pipiens	CM044970.1	50839054	51088835	249781	3
Cx_molestus	Cx_pipiens	CM044970.1	52055688	52333184	277496	3
Cx_molestus	Cx_pipiens	CM044970.1	52843175	53035874	192699	4
Cx_molestus	Cx_pipiens	CM044970.1	60233085	60478043	244958	6
Cx_molestus	Cx_pipiens	CM044970.1	66910216	67586163	675946	15
Cx_molestus	Cx_pipiens	CM044970.1	67590491	67979138	388647	18
Cx_molestus	Cx_pipiens	CM044970.1	68080965	68364119	283154	9
Cx_molestus	Cx_pipiens	CM044970.1	68589690	68971448	381757	7
Cx_molestus	Cx_pipiens	CM044970.1	80887754	81020909	133154	6
Cx_molestus	Cx_pipiens	CM044970.1	81058959	81194700	135741	7
Cx_molestus	Cx_pipiens	CM044970.1	85149409	85399024	249615	10
Cx_molestus	Cx_pipiens	CM044970.1	99201533	99757461	555928	4
Cx_molestus	Cx_pipiens	CM044970.1	100774637	101052835	278197	3
Cx_molestus	Cx_pipiens	CM044970.1	101470235	101806966	336731	5
Cx_molestus	Cx_pipiens	CM044970.1	103952098	104208579	256481	5
Cx_molestus	Cx_pipiens	CM044970.1	104411069	105684001	1272932	4
Cx_molestus	Cx_pipiens	CM044970.1	106467435	106619514	152078	7
Cx_molestus	Cx_pipiens	CM044970.1	106981147	107178850	197702	4
Cx_molestus	Cx_pipiens	CM044970.1	107467497	107570907	103410	4
Cx_molestus	Cx_pipiens	CM044970.1	107754613	107872652	118038	3
Cx_molestus	Cx_pipiens	CM044970.1	108065121	108247727	182606	7
Cx_molestus	Cx_pipiens	CM044970.1	109469619	109626248	156629	7
Cx_molestus	Cx_pipiens	CM044970.1	110490353	111144864	654511	3
Cx_molestus	Cx_pipiens	CM044970.1	114264669	114482318	217649	5
Cx_molestus	Cx_pipiens	CM044970.1	115042569	115200599	158029	3
Cx_molestus	Cx_pipiens	CM044970.1	116282468	116469894	187426	3
Cx_molestus	Cx_pipiens	CM044970.1	116643605	116931520	287915	3
Cx_molestus	Cx_pipiens	CM044970.1	117132967	117353909	220942	3
Cx_molestus	Cx_pipiens	CM044970.1	120109497	120230480	120983	4
Cx_molestus	Cx_pipiens	CM044970.1	127417740	127651493	233753	9
Cx_molestus	Cx_pipiens	CM044970.1	127663946	127824039	160093	9
Cx_molestus	Cx_pipiens	CM044970.1	127830861	128327895	497034	14
Cx_molestus	Cx_pipiens	CM044970.1	128342132	128728779	386646	6
Cx_molestus	Cx_pipiens	CM044970.1	152571411	152778710	207299	3
Cx_molestus	Cx_pipiens	CM044970.1	153329489	153476772	147282	3
Cx_molestus	Cx_pipiens	CM044970.1	154725882	154871118	145235	4
Cx_molestus	Cx_pipiens	CM044970.1	155179664	155304290	124625	3
Cx_molestus	Cx_pipiens	CM044970.1	157268250	157479377	211127	3
Cx_molestus	Cx_pipiens	CM044970.1	159081465	159205354	123888	3
Cx_molestus	Cx_pipiens	CM044970.1	160907033	161455228	548194	6
Cx_molestus	Cx_pipiens	CM044970.1	167065408	167186686	121278	6
Cx_molestus	Cx_pipiens	CM044970.1	168771274	168950899	179625	3
Cx_molestus	Cx_pipiens	CM044970.1	200411807	200588476	176668	5
Cx_molestus	Cx_pipiens	CM044970.1	200589421	200835413	245992	10
Cx_molestus	Cx_pipiens	CM044968.1	882853	1399089	516236	3
Cx_molestus	Cx_pipiens	CM044968.1	3431353	3610340	178987	6
Cx_molestus	Cx_pipiens	CM044968.1	13293022	13796655	503633	4
Cx_molestus	Cx_pipiens	CM044968.1	27435547	27892236	456689	5
Cx_molestus	Cx_pipiens	CM044968.1	28750595	29161739	411144	3
Cx_molestus	Cx_pipiens	CM044968.1	29698017	29911806	213789	11
Cx_molestus	Cx_pipiens	CM044968.1	37149383	37519254	369871	3
Cx_molestus	Cx_pipiens	CM044968.1	39829305	39968614	139309	8
Cx_molestus	Cx_pipiens	CM044968.1	43905413	44166413	261000	3
Cx_molestus	Cx_pipiens	CM044968.1	47012545	47331462	318917	3
Cx_molestus	Cx_pipiens	CM044968.1	49223714	49493156	269442	3
Cx_molestus	Cx_pipiens	CM044968.1	50520132	50749447	229315	3
Cx_molestus	Cx_pipiens	CM044968.1	51912323	52013669	101345	3
Cx_molestus	Cx_pipiens	CM044968.1	55323313	55487383	164070	20
Cx_molestus	Cx_pipiens	CM044968.1	56897172	57222059	324886	3
Cx_molestus	Cx_pipiens	CM044968.1	57576667	57732313	155646	3
Cx_molestus	Cx_pipiens	CM044968.1	61777761	61914740	136978	3
Cx_molestus	Cx_pipiens	CM044968.1	64221640	64623275	401635	5
Cx_molestus	Cx_pipiens	CM044968.1	71501912	71610378	108466	3
Cx_molestus	Cx_pipiens	CM044968.1	73815736	74340839	525103	6
Cx_molestus	Cx_pipiens	CM044968.1	74638556	75128371	489814	4
Cx_molestus	Cx_pipiens	CM044968.1	98870366	98994107	123741	3
Cx_molestus	Cx_pipiens	CM044968.1	110087582	110347372	259789	3
