orthogroup	form	is_reference_form	n_ingroup_genes	n_outgroup_genes	genes	gene_ids	same_gene_forms	same_gene_orthogroups	same_gene_compartments	in_reference_elsewhere	status
OG0013021	Cx_molestus	False	1	1	rna-XM_0382642291	gene-LOC6034081	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012495	shell	True	same_gene_elsewhere
OG0013022	Cx_molestus	False	1	1	rna-XM_0382573871	gene-LOC6034382	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012499	shell	True	same_gene_elsewhere
OG0013024	Cx_molestus	False	1	1	rna-XM_0382584811	gene-LOC6034484	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012500	shell	True	same_gene_elsewhere
OG0013028	Cx_molestus	False	1	1	rna-XM_0018451362	gene-LOC6034923	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012506	shell	True	same_gene_elsewhere
OG0013029	Cx_molestus	False	1	1	rna-XM_0018451402	gene-LOC6034927	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012507	shell	True	same_gene_elsewhere
OG0013030	Cx_molestus	False	1	1	rna-XM_0382669931	gene-LOC6034937	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012508	shell	True	same_gene_elsewhere
OG0013033	Cx_molestus	False	2	0	rna-XM_0382570751,rna-XM_0382658581	gene-LOC6035110,gene-LOC6054403	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000125,OG0009163,OG0012852	cloud,core,shell	True	same_gene_elsewhere
OG0013038	Cx_molestus	False	1	1	rna-XM_0018454402	gene-LOC6035271	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012514	shell	True	same_gene_elsewhere
OG0013044	Cx_molestus	False	1	1	rna-XM_0382553771	gene-LOC6035666	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0001286,OG0011098	shell	True	same_gene_elsewhere
OG0013046	Cx_molestus	False	1	1	rna-XM_0382520081	gene-LOC6035699	Cx_pipiens,Cx_quinquefasciatus	OG0013693	shell	True	same_gene_elsewhere
OG0013047	Cx_molestus	False	1	1	rna-XM_0382643911	gene-LOC6035842	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012515	shell	True	same_gene_elsewhere
OG0013052	Cx_molestus	False	1	1	rna-XM_0382583371	gene-LOC6035956	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012517	shell	True	same_gene_elsewhere
OG0013056	Cx_molestus	False	1	1	rna-XM_0018461352	gene-LOC6036094	Cx_pipiens,Cx_quinquefasciatus	OG0013695	shell	True	same_gene_elsewhere
OG0013057	Cx_molestus	False	2	0	rna-XM_0382544191,rna-XM_0382614391	gene-LOC6036145,gene-LOC6048717	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0011397,OG0011534	shell	True	same_gene_elsewhere
OG0013059	Cx_molestus	False	1	1	rna-XM_0382612011	gene-LOC6036185	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012520	shell	True	same_gene_elsewhere
OG0013060	Cx_molestus	False	1	1	rna-XM_0382640901	gene-LOC6036201	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012521	shell	True	same_gene_elsewhere
OG0013063	Cx_molestus	False	1	1	rna-XM_0018463312	gene-LOC6036320	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012522	shell	True	same_gene_elsewhere
OG0013065	Cx_molestus	False	1	1	rna-XM_0018464072	gene-LOC6036406	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012524	shell	True	same_gene_elsewhere
OG0013067	Cx_molestus	False	1	1	rna-XM_0382629631	gene-LOC6036553	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012527	shell	True	same_gene_elsewhere
OG0013070	Cx_molestus	False	1	1	rna-XM_0382508211	gene-LOC6036649	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0013424,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013072	Cx_molestus	False	1	1	rna-XM_0382610971	gene-LOC6036837	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012532	shell	True	same_gene_elsewhere
OG0013075	Cx_molestus	False	1	1	rna-XM_0018469472	gene-LOC6037037	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012533	shell	True	same_gene_elsewhere
OG0013077	Cx_molestus	False	1	1	rna-XM_0382559131	gene-LOC6037085	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0013703,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013078	Cx_molestus	False	1	1	rna-XM_0382548261	gene-LOC6037105	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012535	shell	True	same_gene_elsewhere
OG0013080	Cx_molestus	False	1	1	rna-XM_0018472032	gene-LOC6037331	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012539	shell	True	same_gene_elsewhere
OG0013081	Cx_molestus	False	1	1	rna-XM_0382532851	gene-LOC6037372	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000385	core	True	same_gene_elsewhere
OG0013087	Cx_molestus	False	1	1	rna-XM_0382585291	gene-LOC6037708	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012544	shell	True	same_gene_elsewhere
OG0013090	Cx_molestus	False	1	1	rna-XM_0382543261	gene-LOC6037987	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012551	shell	True	same_gene_elsewhere
OG0013091	Cx_molestus	False	1	1	rna-XM_0382578011	gene-LOC6038012	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000682	core	True	same_gene_elsewhere
OG0013092	Cx_molestus	False	1	1	rna-XM_0382548291	gene-LOC6038193	Cx_pipiens,Cx_quinquefasciatus	OG0013711	shell	True	same_gene_elsewhere
OG0013096	Cx_molestus	False	1	1	rna-XM_0382566491	gene-LOC6038349	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012555	shell	True	same_gene_elsewhere
OG0013097	Cx_molestus	False	1	1	rna-XM_0018482132	gene-LOC6038468	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012557	shell	True	same_gene_elsewhere
OG0013099	Cx_molestus	False	1	1	rna-XM_0382599521	gene-LOC6038676	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000939	core	True	same_gene_elsewhere
OG0013108	Cx_molestus	False	1	1	rna-XM_0382666011	gene-LOC6039195	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012562	shell	True	same_gene_elsewhere
OG0013109	Cx_molestus	False	1	1	rna-XM_0382481301	gene-LOC6039306	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000057	core	True	same_gene_elsewhere
OG0013118	Cx_molestus	False	1	1	rna-XM_0382580161	gene-LOC6039898	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012568	shell	True	same_gene_elsewhere
OG0013119	Cx_molestus	False	1	1	rna-XM_0018494052	gene-LOC6039966	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012570	shell	True	same_gene_elsewhere
OG0013120	Cx_molestus	False	1	1	rna-XM_0018494422	gene-LOC6040018	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012571	shell	True	same_gene_elsewhere
OG0013121	Cx_molestus	False	1	1	rna-XM_0018495782	gene-LOC6040179	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000050	core	True	same_gene_elsewhere
OG0013123	Cx_molestus	False	1	1	rna-XM_0382659431	gene-LOC6040246	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012574	shell	True	same_gene_elsewhere
OG0013125	Cx_molestus	False	1	1	rna-XM_0382550041	gene-LOC6040457	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0001079	core	True	same_gene_elsewhere
OG0013126	Cx_molestus	False	1	1	rna-XM_0382633711	gene-LOC6040607	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012578	shell	True	same_gene_elsewhere
OG0013134	Cx_molestus	False	1	1	rna-XM_0382600981	gene-LOC6041234	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012592	shell	True	same_gene_elsewhere
OG0013140	Cx_molestus	False	1	1	rna-XM_0018508352	gene-LOC6041660	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012595	shell	True	same_gene_elsewhere
OG0013145	Cx_molestus	False	1	1	rna-XM_0382588171	gene-LOC6042275	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012603	shell	True	same_gene_elsewhere
OG0013147	Cx_molestus	False	1	1	rna-XM_0382605941	gene-LOC6042426	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012606	shell	True	same_gene_elsewhere
OG0013154	Cx_molestus	False	1	1	rna-XM_0018543562	gene-LOC6042981	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012611	shell	True	same_gene_elsewhere
OG0013158	Cx_molestus	False	1	1	rna-XM_0382574821	gene-LOC6043181	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0013745,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013160	Cx_molestus	False	1	1	rna-XM_0018708812	gene-LOC6043301	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012614	shell	True	same_gene_elsewhere
OG0013161	Cx_molestus	False	1	1	rna-XM_0382552541	gene-LOC6043315	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012615	shell	True	same_gene_elsewhere
OG0013165	Cx_molestus	False	1	1	rna-XM_0018591652	gene-LOC6043466	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012616	shell	True	same_gene_elsewhere
OG0013166	Cx_molestus	False	1	1	rna-XM_0382502761	gene-LOC6043653	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012618	shell	True	same_gene_elsewhere
OG0013167	Cx_molestus	False	1	1	rna-XM_0382573291	gene-LOC6043662	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012619	shell	True	same_gene_elsewhere
OG0013170	Cx_molestus	False	1	1	rna-XM_0018613712	gene-LOC6043807	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0007766	shell	True	same_gene_elsewhere
OG0013172	Cx_molestus	False	1	1	rna-XM_0018614672	gene-LOC6043917	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0013749,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013173	Cx_molestus	False	1	1	rna-XM_0382547171	gene-LOC6043951	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012623	shell	True	same_gene_elsewhere
OG0013174	Cx_molestus	False	1	1	rna-XM_0382612961	gene-LOC6044025	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000153	core	True	same_gene_elsewhere
OG0013177	Cx_molestus	False	1	1	rna-XM_0382532131	gene-LOC6044546	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012625	shell	True	same_gene_elsewhere
OG0013180	Cx_molestus	False	1	1	rna-XM_0382598601	gene-LOC6044656	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012629	shell	True	same_gene_elsewhere
OG0013182	Cx_molestus	False	1	1	rna-XM_0382563891	gene-LOC6044992	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012633	shell	True	same_gene_elsewhere
OG0013183	Cx_molestus	False	1	1	rna-XM_0382669011	gene-LOC6044996	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012634	shell	True	same_gene_elsewhere
OG0013185	Cx_molestus	False	1	1	rna-XM_0382531671	gene-LOC6045077	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000803	core	True	same_gene_elsewhere
OG0013188	Cx_molestus	False	1	1	rna-XM_0382556151	gene-LOC6045431	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012638	shell	True	same_gene_elsewhere
OG0013189	Cx_molestus	False	1	1	rna-XM_0382542521	gene-LOC6045493	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012642	shell	True	same_gene_elsewhere
OG0013192	Cx_molestus	False	1	1	rna-XM_0382482321	gene-LOC6045601	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0011508	shell	True	same_gene_elsewhere
OG0013193	Cx_molestus	False	1	1	rna-XM_0018631842	gene-LOC6045942	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012646	shell	True	same_gene_elsewhere
OG0013195	Cx_molestus	False	1	1	rna-XM_0018632002	gene-LOC6045957	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012647	shell	True	same_gene_elsewhere
OG0013199	Cx_molestus	False	1	1	rna-XM_0018634032	gene-LOC6046209	Cx_pipiens,Cx_quinquefasciatus	OG0013757	shell	True	same_gene_elsewhere
OG0013203	Cx_molestus	False	1	1	rna-XM_0382540521	gene-LOC6046464	Cx_pipiens,Cx_quinquefasciatus	OG0000142	core	True	same_gene_elsewhere
OG0013204	Cx_molestus	False	1	1	rna-XM_0018637102	gene-LOC6046568	Cx_quinquefasciatus	unassigned	unassigned	True	same_gene_elsewhere
OG0013206	Cx_molestus	False	1	1	rna-XM_0018638302	gene-LOC6046704	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000076	core	True	same_gene_elsewhere
OG0013207	Cx_molestus	False	1	1	rna-XM_0382599761	gene-LOC6047059	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012651	shell	True	same_gene_elsewhere
OG0013215	Cx_molestus	False	1	1	rna-XM_0382662531	gene-LOC6047426	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012654	shell	True	same_gene_elsewhere
OG0013218	Cx_molestus	False	1	1	rna-XM_0018646232	gene-LOC6047623	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0013546,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013219	Cx_molestus	False	1	1	rna-XM_0018647112	gene-LOC6047725	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012656	shell	True	same_gene_elsewhere
OG0013220	Cx_molestus	False	1	1	rna-XM_0018647062	gene-LOC6047726	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000124	core	True	same_gene_elsewhere
OG0013221	Cx_molestus	False	1	1	rna-XM_0382640721	gene-LOC6047793	Cx_pipiens,Cx_quinquefasciatus	OG0013778	shell	True	same_gene_elsewhere
OG0013226	Cx_molestus	False	1	1	rna-XM_0382534301	gene-LOC6048201	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012662	shell	True	same_gene_elsewhere
OG0013230	Cx_molestus	False	1	1	rna-XM_0382649111	gene-LOC6048523	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012667	shell	True	same_gene_elsewhere
OG0013231	Cx_molestus	False	1	1	rna-XM_0018654452	gene-LOC6048581	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000147	core	True	same_gene_elsewhere
OG0013232	Cx_molestus	False	1	1	rna-XM_0382559651	gene-LOC6048612	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000277	core	True	same_gene_elsewhere
OG0013234	Cx_molestus	False	1	1	rna-XM_0382626021	gene-LOC6048704	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012668	shell	True	same_gene_elsewhere
OG0013235	Cx_molestus	False	1	1	rna-XM_0382532021	gene-LOC6048784	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012669	shell	True	same_gene_elsewhere
OG0013236	Cx_molestus	False	1	1	rna-XM_0018656712	gene-LOC6048864	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012670	shell	True	same_gene_elsewhere
OG0013240	Cx_molestus	False	1	1	rna-XM_0018661232	gene-LOC6049383	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012679	shell	True	same_gene_elsewhere
OG0013246	Cx_molestus	False	1	1	rna-XM_0018668282	gene-LOC6050225	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000668	core	True	same_gene_elsewhere
OG0013249	Cx_molestus	False	1	1	rna-XM_0382659731	gene-LOC6050622	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012692	shell	True	same_gene_elsewhere
OG0013250	Cx_molestus	False	1	1	rna-XM_0382563161	gene-LOC6050917	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012693	shell	True	same_gene_elsewhere
OG0013251	Cx_molestus	False	1	1	rna-XM_0382605671	gene-LOC6050922	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012694	shell	True	same_gene_elsewhere
OG0013253	Cx_molestus	False	1	1	rna-XM_0382496151	gene-LOC6051035	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000619	core	True	same_gene_elsewhere
OG0013257	Cx_molestus	False	1	1	rna-XM_0018677722	gene-LOC6051357	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0000948	core	True	same_gene_elsewhere
OG0013258	Cx_molestus	False	1	1	rna-XM_0018677932	gene-LOC6051380	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012701	shell	True	same_gene_elsewhere
OG0013263	Cx_molestus	False	1	1	rna-XM_0382551451	gene-LOC6052090	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012707	shell	True	same_gene_elsewhere
OG0013265	Cx_molestus	False	1	1	rna-XM_0382670991	gene-LOC6052395	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012712	shell	True	same_gene_elsewhere
OG0013268	Cx_molestus	False	1	1	rna-XM_0382576331	gene-LOC6053086	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0007784	shell	True	same_gene_elsewhere
OG0013269	Cx_molestus	False	1	1	rna-XM_0382503131	gene-LOC6053363	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012718	shell	True	same_gene_elsewhere
OG0013270	Cx_molestus	False	1	1	rna-XM_0382631041	gene-LOC6053382	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012719	shell	True	same_gene_elsewhere
OG0013272	Cx_molestus	False	1	1	rna-XM_0382537861	gene-LOC6053523	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012720	shell	True	same_gene_elsewhere
OG0013278	Cx_molestus	False	1	1	rna-XM_0018709642	gene-LOC6054815	Cx_pallens,Cx_pipiens,Cx_quinquefasciatus	OG0012728	shell	True	same_gene_elsewhere
OG0013283	Cx_pallens	False	1	1	rna-XM_0382485901	gene-LOC119765196	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000940	shell	True	same_gene_elsewhere
OG0013294	Cx_pallens	False	1	1	rna-XM_0382503351	gene-LOC119766011	Cx_quinquefasciatus	OG0000156	core	True	same_gene_elsewhere
OG0013299	Cx_pallens	False	1	1	rna-XM_0382505571	gene-LOC119766157	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000055,OG0001097	core,shell	True	same_gene_elsewhere
OG0013328	Cx_pallens	False	2	0	rna-XM_0382585821,rna-XM_0382649811	gene-LOC119768570,gene-LOC119770318	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0001003	shell	True	same_gene_elsewhere
OG0013329	Cx_pallens	False	1	1	rna-XM_0382587061	gene-LOC119768597	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011787	shell	True	same_gene_elsewhere
OG0013337	Cx_pallens	False	1	1	rna-XM_0382610421	gene-LOC119769140	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011620	shell	True	same_gene_elsewhere
OG0013339	Cx_pallens	False	1	1	rna-XM_0382610831	gene-LOC119769179	Cx_quinquefasciatus	OG0001096	shell	True	same_gene_elsewhere
OG0013346	Cx_pallens	False	1	1	rna-XM_0382625901	gene-LOC119769587	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011821	shell	True	same_gene_elsewhere
OG0013347	Cx_pallens	False	1	1	rna-XM_0382630611	gene-LOC119769686	Cx_quinquefasciatus	OG0000490	core	True	same_gene_elsewhere
OG0013349	Cx_pallens	False	1	1	rna-XM_0382635171	gene-LOC119769826	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011827	shell	True	same_gene_elsewhere
OG0013359	Cx_pallens	False	1	1	rna-XM_0382664271	gene-LOC119770845	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011851	shell	True	same_gene_elsewhere
OG0013365	Cx_pallens	False	1	1	rna-XM_0018416632	gene-LOC6030784	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0007830	shell	True	same_gene_elsewhere
OG0013366	Cx_pallens	False	1	1	rna-XM_0382581911	gene-LOC6031215	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011870	shell	True	same_gene_elsewhere
OG0013373	Cx_pallens	False	1	1	rna-XM_0382538251	gene-LOC6031843	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011880	shell	True	same_gene_elsewhere
OG0013374	Cx_pallens	False	1	1	rna-XM_0018425762	gene-LOC6031951	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011882	shell	True	same_gene_elsewhere
OG0013375	Cx_pallens	False	1	1	rna-XM_0018427122	gene-LOC6032099	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011886	shell	True	same_gene_elsewhere
OG0013379	Cx_pallens	False	1	1	rna-XM_0018432252	gene-LOC6032729	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011895	shell	True	same_gene_elsewhere
OG0013382	Cx_pallens	False	1	1	rna-XM_0382532081	gene-LOC6033182	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011901	shell	True	same_gene_elsewhere
OG0013385	Cx_pallens	False	1	1	rna-XM_0382522081	gene-LOC6033298	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000288	core	True	same_gene_elsewhere
OG0013392	Cx_pallens	False	1	1	rna-XM_0018447242	gene-LOC6034464	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011925	shell	True	same_gene_elsewhere
OG0013393	Cx_pallens	False	1	1	rna-XM_0382513081	gene-LOC6034502	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000806	core	True	same_gene_elsewhere
OG0013394	Cx_pallens	False	1	1	rna-XM_0018448292	gene-LOC6034586	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011927	shell	True	same_gene_elsewhere
OG0013395	Cx_pallens	False	1	1	rna-XM_0382623991	gene-LOC6034616	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000064	core	True	same_gene_elsewhere
OG0013397	Cx_pallens	False	1	1	rna-XM_0382532431	gene-LOC6034867	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011931	shell	True	same_gene_elsewhere
OG0013400	Cx_pallens	False	1	1	rna-XM_0382621641	gene-LOC6034968	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0013687,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013406	Cx_pallens	False	1	1	rna-XM_0382556701	gene-LOC6035276	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000366,OG0013040	core,shell	True	same_gene_elsewhere
OG0013409	Cx_pallens	False	1	1	rna-XM_0382503381	gene-LOC6035425	Cx_pipiens,Cx_quinquefasciatus	unassigned	unassigned	True	same_gene_elsewhere
OG0013412	Cx_pallens	False	1	1	rna-XM_0382611371	gene-LOC6035584	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011951	shell	True	same_gene_elsewhere
OG0013413	Cx_pallens	False	1	1	rna-XM_0382492761	gene-LOC6035642	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0001127	core	True	same_gene_elsewhere
OG0013417	Cx_pallens	False	1	1	rna-XM_0018459892	gene-LOC6035931	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011962	shell	True	same_gene_elsewhere
OG0013427	Cx_pallens	False	1	1	rna-XM_0382509611	gene-LOC6036994	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0001213,OG0013073	core,shell	True	same_gene_elsewhere
OG0013429	Cx_pallens	False	1	1	rna-XM_0018472452	gene-LOC6037377	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011987	shell	True	same_gene_elsewhere
OG0013430	Cx_pallens	False	1	1	rna-XM_0382481161	gene-LOC6037420	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011988	shell	True	same_gene_elsewhere
OG0013432	Cx_pallens	False	1	1	rna-XM_0382497771	gene-LOC6037489	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011991	shell	True	same_gene_elsewhere
OG0013435	Cx_pallens	False	1	1	rna-XM_0382608611	gene-LOC6037596	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0011993	shell	True	same_gene_elsewhere
OG0013439	Cx_pallens	False	1	1	rna-XM_0382574601	gene-LOC6038013	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0001504	core	True	same_gene_elsewhere
OG0013440	Cx_pallens	False	1	1	rna-XM_0382532771	gene-LOC6038101	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012008	shell	True	same_gene_elsewhere
OG0013449	Cx_pallens	False	1	1	rna-XM_0018482512	gene-LOC6038511	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012018	shell	True	same_gene_elsewhere
OG0013450	Cx_pallens	False	1	1	rna-XM_0018484042	gene-LOC6038712	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000260	core	True	same_gene_elsewhere
OG0013453	Cx_pallens	False	1	1	rna-XM_0382589521	gene-LOC6038871	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000346	core	True	same_gene_elsewhere
OG0013457	Cx_pallens	False	2	0	rna-XM_0382497501,rna-XM_0382584481	gene-LOC6039079,gene-LOC6049443	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0007868,OG0007869	shell	True	same_gene_elsewhere
OG0013459	Cx_pallens	False	1	1	rna-XM_0018489422	gene-LOC6039380	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000821	core	True	same_gene_elsewhere
OG0013462	Cx_pallens	False	1	1	rna-XM_0382539751	gene-LOC6039629	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012042	shell	True	same_gene_elsewhere
OG0013466	Cx_pallens	False	1	1	rna-XM_0382657471	gene-LOC6039788	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012047	shell	True	same_gene_elsewhere
OG0013467	Cx_pallens	False	1	1	rna-XM_0382526391	gene-LOC6039844	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012049	shell	True	same_gene_elsewhere
OG0013469	Cx_pallens	False	1	1	rna-XM_0382646291	gene-LOC6040029	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012051	shell	True	same_gene_elsewhere
OG0013473	Cx_pallens	False	1	1	rna-XM_0382562661	gene-LOC6040362	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0009709,OG0013124	shell	True	same_gene_elsewhere
OG0013475	Cx_pallens	False	1	1	rna-XM_0382523351	gene-LOC6040730	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0013727,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013477	Cx_pallens	False	1	1	rna-XM_0382486911	gene-LOC6040900	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012067	shell	True	same_gene_elsewhere
